,timestamp,location,price,last4ccnum,date,loyaltynum,date_new
302,8/1/2014 12:00,Coffee Shack,13.13,7117,8/1/2014,L6417,8/1/2014
303,8/1/2014 12:00,Jack's Magical Beans,3.96,6899,8/1/2014,L6267,8/1/2014
304,8/1/2014 12:00,Jack's Magical Beans,12.37,8156,8/1/2014,L5224,8/1/2014
305,8/1/2014 12:00,Jack's Magical Beans,18.78,9241,8/1/2014,L3288,8/1/2014
306,8/1/2014 12:00,Jack's Magical Beans,31.25,2463,8/1/2014,L6886,NA
307,8/1/2014 12:29,Frank's Fuel,65.34,3853,8/1/2014,L1485,8/1/2014
308,8/1/2014 12:45,Abila Airport,2723.18,8642,8/1/2014,L2769,8/1/2014
309,8/1/2014 12:56,Chostus Hotel,107.51,2540,8/1/2014,L5947,8/1/2014
310,8/1/2014 13:03,Carlyle Chemical Inc.,4983.52,4530,8/1/2014,L8477,8/1/2014
311,8/1/2014 13:10,Abila Zacharo,22.13,5407,8/1/2014,L4034,8/1/2014
312,8/1/2014 13:12,Hippokampos,26.55,8332,8/1/2014,L2070,8/1/2014
313,8/1/2014 13:15,Hippokampos,9.03,4795,8/1/2014,L8566,8/1/2014
314,8/1/2014 13:19,Chostus Hotel,111.89,9683,8/1/2014,L7291,8/1/2014
315,8/1/2014 13:19,Katerina’s Café,29.26,7792,8/1/2014,L5756,8/1/2014
316,8/1/2014 13:21,Ouzeri Elian,109.73,8156,8/1/2014,L5224,NA
317,8/1/2014 13:23,Abila Zacharo,36.85,2463,8/1/2014,L6886,8/1/2014
318,8/1/2014 13:26,Hippokampos,16.59,7253,8/1/2014,L1682,8/1/2014
319,8/1/2014 13:27,Gelatogalore,32.79,8411,8/1/2014,L6110,8/1/2014
320,8/1/2014 13:28,Gelatogalore,20.72,9405,8/1/2014,L3259,8/1/2014
321,8/1/2014 13:28,Katerina’s Café,8.53,6899,8/1/2014,L6267,8/1/2014
322,8/1/2014 13:29,Kalami Kafenion,24.08,5921,8/1/2014,L3295,8/1/2014
323,8/1/2014 13:31,Hippokampos,37.89,1321,8/1/2014,L4149,8/1/2014
324,8/1/2014 13:32,Guy's Gyros,30.12,7384,8/1/2014,L3800,8/1/2014
325,8/1/2014 13:34,Abila Zacharo,14.41,1415,8/1/2014,L7783,8/1/2014
326,8/1/2014 13:34,Katerina’s Café,88.98,1310,8/1/2014,L8012,NA
327,8/1/2014 13:38,Gelatogalore,50.36,1286,8/1/2014,L3288,8/1/2014
328,8/1/2014 13:39,Gelatogalore,119.75,3484,8/1/2014,L2490,NA
329,8/1/2014 13:40,Guy's Gyros,77.9,3853,8/1/2014,L1485,NA
330,8/1/2014 13:41,Katerina’s Café,26.45,2142,8/1/2014,L9637,8/1/2014
331,8/1/2014 13:42,Gelatogalore,35.29,7889,8/1/2014,L6119,8/1/2014
332,8/1/2014 13:42,Kalami Kafenion,22.49,8202,8/1/2014,L2343,8/1/2014
333,8/1/2014 13:42,Katerina’s Café,57.04,6895,8/1/2014,L3366,NA
334,8/1/2014 13:43,Hippokampos,39.8,9551,8/1/2014,L5777,8/1/2014
335,8/1/2014 13:44,Kalami Kafenion,31.96,7354,8/1/2014,L9254,8/1/2014
336,8/1/2014 13:45,Kalami Kafenion,23.82,3492,8/1/2014,L7814,8/1/2014
337,8/1/2014 13:46,Abila Zacharo,28.25,2681,8/1/2014,L1107,8/1/2014
338,8/1/2014 13:47,Gelatogalore,22.27,2418,8/1/2014,L9018,8/1/2014
339,8/1/2014 13:47,Katerina’s Café,27.05,1877,8/1/2014,L3014,NA
340,8/1/2014 13:47,Ouzeri Elian,104.92,5368,8/1/2014,L2247,NA
341,8/1/2014 13:48,Gelatogalore,116.72,7819,8/1/2014,L5259,NA
342,8/1/2014 13:48,Hippokampos,28.79,9635,8/1/2014,L3191,8/1/2014
343,8/1/2014 13:51,Abila Zacharo,30.85,6901,8/1/2014,L9363,8/1/2014
344,8/1/2014 13:51,Guy's Gyros,15.86,1874,8/1/2014,L4424,8/1/2014
345,8/1/2014 13:52,Kalami Kafenion,14.77,6816,8/1/2014,L8148,8/1/2014
346,8/1/2014 13:53,Abila Zacharo,16.2,9617,8/1/2014,L5553,8/1/2014
347,8/1/2014 13:57,Guy's Gyros,10.34,4434,8/1/2014,L2169,8/1/2014
348,8/1/2014 14:06,Katerina’s Café,22.94,7108,8/1/2014,L6544,NA
349,8/1/2014 14:09,Kronos Pipe and Irrigation,3615.61,4530,8/1/2014,L8477,8/1/2014
350,8/1/2014 14:15,Kalami Kafenion,34.98,7117,8/1/2014,L6417,8/1/2014
351,8/1/2014 14:17,Gelatogalore,39.94,4948,8/1/2014,L9406,8/1/2014
352,8/1/2014 14:19,Kalami Kafenion,31.43,8129,8/1/2014,L8328,8/1/2014
353,8/1/2014 14:26,Carlyle Chemical Inc.,4901.88,7792,8/1/2014,L5756,8/1/2014
354,8/1/2014 15:18,Maximum Iron and Steel,3136.01,4530,8/1/2014,L8477,8/1/2014
355,8/1/2014 15:29,Abila Airport,2769.12,8642,8/1/2014,L2769,8/1/2014
356,8/1/2014 19:21,Hippokampos,10.52,1415,8/1/2014,L7783,8/1/2014
357,8/1/2014 19:28,Hippokampos,16.54,2540,8/1/2014,L5947,8/1/2014
358,8/1/2014 19:32,Katerina’s Café,34.25,5407,8/1/2014,L4034,8/1/2014
359,8/1/2014 19:36,Guy's Gyros,15.69,7354,8/1/2014,L9254,8/1/2014
360,8/1/2014 19:48,Guy's Gyros,30.48,4434,8/1/2014,L2169,8/1/2014
361,8/1/2014 20:00,Katerina’s Café,13.83,8411,8/1/2014,L6110,8/1/2014
362,8/1/2014 20:02,Hippokampos,32.66,6895,8/1/2014,L3366,8/1/2014
363,8/1/2014 20:07,Frydos Autosupply n' More,214.07,2418,8/1/2014,L9018,8/1/2014
364,8/1/2014 20:07,Guy's Gyros,28.81,7384,8/1/2014,L3800,8/1/2014
365,8/1/2014 20:08,Guy's Gyros,33.02,5368,8/1/2014,L2247,NA
366,8/1/2014 20:08,Katerina’s Café,31.59,1310,8/1/2014,L8012,8/1/2014
367,8/1/2014 20:12,Ouzeri Elian,62.2,1286,8/1/2014,L3288,8/1/2014
368,8/1/2014 20:15,Guy's Gyros,99.08,3484,8/1/2014,L2490,NA
369,8/1/2014 20:17,Frydos Autosupply n' More,182.56,3853,8/1/2014,L1485,8/1/2014
370,8/1/2014 20:17,Guy's Gyros,18.24,9683,8/1/2014,L7291,8/1/2014
371,8/1/2014 20:27,Katerina’s Café,33.31,2142,8/1/2014,L9637,8/1/2014
372,8/1/2014 20:28,Frydos Autosupply n' More,268.89,6691,8/1/2014,L6267,8/1/2014
373,8/1/2014 20:28,Hippokampos,96.75,7117,8/1/2014,L6417,NA
374,8/1/2014 20:31,Katerina’s Café,36.6,7889,8/1/2014,L6119,8/1/2014
375,8/1/2014 20:35,Katerina’s Café,16.93,8202,8/1/2014,L2343,8/1/2014
376,8/1/2014 20:42,Katerina’s Café,92.83,5921,8/1/2014,L3295,NA
377,8/1/2014 20:45,Albert's Fine Clothing,136.01,9635,8/1/2014,L3191,8/1/2014
378,8/1/2014 20:49,Hippokampos,15.64,8332,8/1/2014,L2070,8/1/2014
379,8/1/2014 20:53,Hippokampos,26.31,7688,8/1/2014,L4164,8/1/2014
380,8/1/2014 20:57,Guy's Gyros,10.28,6901,8/1/2014,L9363,NA
381,8/1/2014 20:58,Guy's Gyros,22.91,7819,8/1/2014,L5259,NA
382,8/1/2014 21:00,General Grocer,265.84,7108,8/1/2014,L6544,8/1/2014
383,8/1/2014 21:02,Katerina’s Café,28.86,4948,8/1/2014,L9406,NA
384,8/1/2014 21:09,Katerina’s Café,27.87,1874,8/1/2014,L4424,8/1/2014
385,8/1/2014 21:16,Ouzeri Elian,30.81,9551,8/1/2014,L5777,NA
386,8/1/2014 21:17,Ouzeri Elian,29.85,6899,8/1/2014,L6267,8/1/2014
387,8/1/2014 21:32,Hippokampos,78.99,2463,8/1/2014,L6886,NA
388,9/1/2014 7:35,Coffee Cameleon,12.47,7253,9/1/2014,L1682,NA
389,9/1/2014 7:36,Brew've Been Served,70.71,9683,9/1/2014,L7291,NA
390,9/1/2014 7:37,Coffee Cameleon,19.99,5921,9/1/2014,L3295,9/1/2014
391,9/1/2014 7:37,Hallowed Grounds,17.56,1310,9/1/2014,L8012,9/1/2014
392,9/1/2014 7:42,Hallowed Grounds,56.77,7108,9/1/2014,L6544,NA
393,9/1/2014 7:43,Brew've Been Served,5.43,5368,9/1/2014,L2247,NA
394,9/1/2014 7:46,Brew've Been Served,4.4,4948,9/1/2014,L9406,NA
395,9/1/2014 7:46,Hallowed Grounds,75.24,8129,9/1/2014,L8328,NA
396,9/1/2014 7:48,Brew've Been Served,5.13,4795,9/1/2014,L8566,9/1/2014
397,9/1/2014 7:48,Brew've Been Served,5.3,7384,9/1/2014,L3800,9/1/2014
398,9/1/2014 7:48,Brew've Been Served,34.85,7354,9/1/2014,L9254,NA
399,9/1/2014 7:50,Hallowed Grounds,34.45,9551,9/1/2014,L5777,NA
400,9/1/2014 7:51,Hallowed Grounds,19.22,7889,9/1/2014,L6119,NA
401,9/1/2014 7:56,Brew've Been Served,98.25,8202,9/1/2014,L2343,NA
402,9/1/2014 7:57,Brew've Been Served,5.26,8411,9/1/2014,L6110,NA
403,9/1/2014 7:57,Hallowed Grounds,18.48,9617,9/1/2014,L5553,9/1/2014
404,9/1/2014 7:57,Hallowed Grounds,50.25,9405,9/1/2014,L3259,NA
405,9/1/2014 7:58,Brew've Been Served,19.47,6901,9/1/2014,L9363,9/1/2014
406,9/1/2014 8:00,Brew've Been Served,6.21,4434,9/1/2014,L2169,9/1/2014
407,9/1/2014 8:00,Brew've Been Served,6.61,7819,9/1/2014,L5259,NA
408,9/1/2014 8:01,Brew've Been Served,92.12,3484,9/1/2014,L2490,NA
409,9/1/2014 8:03,Coffee Cameleon,16.13,2142,9/1/2014,L9637,9/1/2014
410,9/1/2014 8:07,Hallowed Grounds,65.68,3492,9/1/2014,L7814,NA
411,9/1/2014 8:14,Brew've Been Served,17.64,1286,9/1/2014,L3572,9/1/2014
412,9/1/2014 8:15,Brew've Been Served,5.57,5407,9/1/2014,L4034,NA
413,9/1/2014 8:15,Hallowed Grounds,15.33,2681,9/1/2014,L1107,9/1/2014
414,9/1/2014 9:26,Abila Airport,2358.22,3506,9/1/2014,L7761,9/1/2014
415,9/1/2014 9:54,Carlyle Chemical Inc.,529.47,7792,9/1/2014,L5756,9/1/2014
416,9/1/2014 10:16,Nationwide Refinery,674.28,9735,9/1/2014,L9633,9/1/2014
417,9/1/2014 10:38,Stewart and Sons Fabrication,1015.65,3506,9/1/2014,L7761,9/1/2014
418,9/1/2014 11:21,Carlyle Chemical Inc.,732.82,4530,9/1/2014,L8477,9/1/2014
419,9/1/2014 11:34,Nationwide Refinery,289.3,7792,9/1/2014,L5756,9/1/2014
420,9/1/2014 11:37,Stewart and Sons Fabrication,3544,9735,9/1/2014,L9633,9/1/2014
421,9/1/2014 12:00,Bean There Done That,4.06,1877,9/1/2014,L3014,9/1/2014
422,9/1/2014 12:00,Bean There Done That,13,1415,9/1/2014,L7783,9/1/2014
423,9/1/2014 12:00,Bean There Done That,15.53,1321,9/1/2014,L4149,NA
424,9/1/2014 12:00,Brewed Awakenings,11.76,7688,9/1/2014,L4164,NA
425,9/1/2014 12:00,Brewed Awakenings,13.16,2540,9/1/2014,L5947,9/1/2014
426,9/1/2014 12:00,Brewed Awakenings,17.66,8332,9/1/2014,L2070,9/1/2014
427,9/1/2014 12:00,Coffee Shack,5.01,7117,9/1/2014,L6417,9/1/2014
428,9/1/2014 12:00,Jack's Magical Beans,6,3853,9/1/2014,L1485,9/1/2014
429,9/1/2014 12:00,Jack's Magical Beans,10.11,6899,9/1/2014,L6267,9/1/2014
430,9/1/2014 12:00,Jack's Magical Beans,12.13,9241,9/1/2014,L3288,NA
431,9/1/2014 12:00,Jack's Magical Beans,15.55,8156,9/1/2014,L5224,NA
432,9/1/2014 12:00,Jack's Magical Beans,37.43,2463,9/1/2014,L6886,NA
433,9/1/2014 12:13,Abila Airport,202.93,8642,9/1/2014,L2769,NA
434,9/1/2014 12:49,Nationwide Refinery,1440.39,3506,9/1/2014,L7761,NA
435,9/1/2014 12:59,Ouzeri Elian,31.03,8332,9/1/2014,L2070,NA
436,9/1/2014 13:03,Katerina’s Café,17.02,7253,9/1/2014,L1682,9/1/2014
437,9/1/2014 13:12,Gelatogalore,19.2,5407,9/1/2014,L4034,9/1/2014
438,9/1/2014 13:18,Abila Airport,4792.5,2276,9/1/2014,L3317,9/1/2014
439,9/1/2014 13:21,Gelatogalore,23.45,4795,9/1/2014,L8566,9/1/2014
440,9/1/2014 13:21,Guy's Gyros,105.4,7354,9/1/2014,L9254,NA
441,9/1/2014 13:21,Ouzeri Elian,26.09,7688,9/1/2014,L4164,9/1/2014
442,9/1/2014 13:23,Gelatogalore,8.6,6899,9/1/2014,L6267,9/1/2014
443,9/1/2014 13:23,Gelatogalore,56.74,2540,9/1/2014,L5947,NA
444,9/1/2014 13:23,Katerina’s Café,16.98,7792,9/1/2014,L5756,9/1/2014
445,9/1/2014 13:23,Ouzeri Elian,22.4,6816,9/1/2014,L8148,9/1/2014
446,9/1/2014 13:24,Abila Zacharo,8.16,3484,9/1/2014,L2490,9/1/2014
447,9/1/2014 13:27,Kalami Kafenion,110.76,6895,9/1/2014,L3366,NA
448,9/1/2014 13:27,Katerina’s Café,25.85,8156,9/1/2014,L5224,9/1/2014
449,9/1/2014 13:28,Guy's Gyros,13.59,7889,9/1/2014,L6119,9/1/2014
450,9/1/2014 13:29,Hippokampos,27.47,2418,9/1/2014,L9018,9/1/2014
451,9/1/2014 13:32,Abila Zacharo,8.6,2463,9/1/2014,L6886,9/1/2014
452,9/1/2014 13:35,Gelatogalore,23.23,8411,9/1/2014,L6110,9/1/2014
453,9/1/2014 13:35,Katerina’s Café,10.42,3853,9/1/2014,L1485,9/1/2014
454,9/1/2014 13:36,Hippokampos,27.93,9683,9/1/2014,L7291,9/1/2014
455,9/1/2014 13:37,Hippokampos,9.12,1321,9/1/2014,L4149,9/1/2014
456,9/1/2014 13:38,Kalami Kafenion,18.14,7384,9/1/2014,L3800,9/1/2014
457,9/1/2014 13:40,Abila Zacharo,20.73,1874,9/1/2014,L4424,9/1/2014
458,9/1/2014 13:40,Gelatogalore,11.94,9405,9/1/2014,L3259,9/1/2014
459,9/1/2014 13:41,Abila Zacharo,89.41,9551,9/1/2014,L5777,NA
460,9/1/2014 13:41,Hippokampos,8.43,9635,9/1/2014,L3191,9/1/2014
461,9/1/2014 13:41,Hippokampos,39.22,5368,9/1/2014,L2247,NA
462,9/1/2014 13:43,Guy's Gyros,74.91,1415,9/1/2014,L7783,NA
463,9/1/2014 13:44,Guy's Gyros,15,9617,9/1/2014,L5553,9/1/2014
464,9/1/2014 13:45,Gelatogalore,24.68,2681,9/1/2014,L1107,9/1/2014
465,9/1/2014 13:47,Abila Zacharo,48.39,1286,9/1/2014,L3288,9/1/2014
466,9/1/2014 13:51,Hippokampos,13.84,1310,9/1/2014,L8012,9/1/2014
467,9/1/2014 13:53,Hippokampos,16.65,2142,9/1/2014,L9637,NA
468,9/1/2014 13:56,Guy's Gyros,8.87,6901,9/1/2014,L9363,NA
469,9/1/2014 13:56,Hippokampos,65.7,4434,9/1/2014,L2169,NA
470,9/1/2014 13:56,Kalami Kafenion,19.84,4948,9/1/2014,L9406,9/1/2014
471,9/1/2014 14:03,Kalami Kafenion,35.99,6691,9/1/2014,L6267,9/1/2014
472,9/1/2014 14:04,Kalami Kafenion,10.94,8129,9/1/2014,L8328,9/1/2014
473,9/1/2014 14:04,Ouzeri Elian,32.89,7108,9/1/2014,L6544,9/1/2014
474,9/1/2014 14:06,Katerina’s Café,8.01,1877,9/1/2014,L3014,9/1/2014
475,9/1/2014 14:09,Guy's Gyros,27.69,8202,9/1/2014,L2343,9/1/2014
476,9/1/2014 14:12,Abila Scrapyard,1158.36,2276,9/1/2014,L3317,9/1/2014
477,9/1/2014 14:13,Guy's Gyros,17.44,5921,9/1/2014,L3295,9/1/2014
478,9/1/2014 14:15,Abila Zacharo,14.37,7819,9/1/2014,L5259,9/1/2014
479,9/1/2014 14:18,Gelatogalore,36.75,7117,9/1/2014,L6417,9/1/2014
480,9/1/2014 14:26,Carlyle Chemical Inc.,382.43,7792,9/1/2014,L5756,9/1/2014
481,9/1/2014 14:28,Kronos Pipe and Irrigation,423.14,4530,9/1/2014,L8477,9/1/2014
482,9/1/2014 15:00,Stewart and Sons Fabrication,918.6,2276,9/1/2014,L3317,9/1/2014
483,9/1/2014 15:16,Maximum Iron and Steel,1527.14,4530,9/1/2014,L8477,9/1/2014
484,9/1/2014 15:50,Abila Airport,4538.52,8642,9/1/2014,L2769,9/1/2014
485,9/1/2014 16:22,Carlyle Chemical Inc.,2176.2,7792,9/1/2014,L5756,9/1/2014
486,9/1/2014 16:27,Nationwide Refinery,1322.5,2276,9/1/2014,L3317,9/1/2014
487,9/1/2014 19:25,Katerina’s Café,35.92,8129,9/1/2014,L8328,9/1/2014
488,9/1/2014 19:30,Katerina’s Café,26.6,5921,9/1/2014,L3295,9/1/2014
489,9/1/2014 19:32,Frydos Autosupply n' More,138.02,3484,9/1/2014,L2490,9/1/2014
490,9/1/2014 19:41,Guy's Gyros,31.81,7354,9/1/2014,L9254,9/1/2014
491,9/1/2014 19:42,Ouzeri Elian,27.08,6899,9/1/2014,L6267,NA
492,9/1/2014 19:43,Ouzeri Elian,31.07,9241,9/1/2014,L3288,NA
493,9/1/2014 19:52,Guy's Gyros,29.96,6816,9/1/2014,L8148,9/1/2014
494,9/1/2014 20:05,Hippokampos,15.02,2540,9/1/2014,L5947,9/1/2014
495,9/1/2014 20:06,Katerina’s Café,26.6,4948,9/1/2014,L9406,9/1/2014
496,9/1/2014 20:08,Katerina’s Café,19.02,3492,9/1/2014,L7814,9/1/2014
497,9/1/2014 20:09,Katerina’s Café,90.97,6691,9/1/2014,L6267,NA
498,9/1/2014 20:15,Hippokampos,70.68,1877,9/1/2014,L3014,NA
499,9/1/2014 20:19,General Grocer,285.34,4795,9/1/2014,L8566,9/1/2014
500,9/1/2014 20:20,Frydos Autosupply n' More,31.24,6901,9/1/2014,L9363,NA
501,9/1/2014 20:20,Katerina’s Café,91.14,9405,9/1/2014,L3259,NA
502,9/1/2014 20:21,Albert's Fine Clothing,224.52,7117,9/1/2014,L6417,9/1/2014
503,9/1/2014 20:21,Frydos Autosupply n' More,120.65,1321,9/1/2014,L4149,NA
504,9/1/2014 20:22,Katerina’s Café,29.82,8202,9/1/2014,L2343,9/1/2014
505,9/1/2014 20:23,Guy's Gyros,8.23,7889,9/1/2014,L6119,9/1/2014
506,9/1/2014 20:24,Guy's Gyros,18.26,1286,9/1/2014,L3572,9/1/2014
507,9/1/2014 20:27,Katerina’s Café,53.78,5407,9/1/2014,L4034,NA
508,9/1/2014 20:29,Guy's Gyros,23.34,7253,9/1/2014,L1682,NA
509,9/1/2014 20:38,Guy's Gyros,8.23,5368,9/1/2014,L2247,9/1/2014
510,9/1/2014 20:38,Katerina’s Café,30.69,2418,9/1/2014,L9018,NA
511,9/1/2014 20:39,Guy's Gyros,35.05,7384,9/1/2014,L3800,9/1/2014
512,9/1/2014 20:41,Hippokampos,9.13,2463,9/1/2014,L6886,9/1/2014
513,9/1/2014 20:45,Frydos Autosupply n' More,276.75,3853,9/1/2014,L1485,9/1/2014
514,9/1/2014 21:01,Hippokampos,24.96,6895,9/1/2014,L3366,9/1/2014
515,9/1/2014 21:09,Guy's Gyros,31.31,4434,9/1/2014,L2169,9/1/2014
516,9/1/2014 21:12,Hippokampos,23.66,8156,9/1/2014,L5224,9/1/2014
517,9/1/2014 21:13,Shoppers' Delight,258.43,2681,9/1/2014,L1107,9/1/2014
518,9/1/2014 21:18,Katerina’s Café,8.57,1310,9/1/2014,L8012,9/1/2014
519,9/1/2014 21:27,Albert's Fine Clothing,229.98,8332,9/1/2014,L2070,9/1/2014
520,9/1/2014 21:38,Hippokampos,10.12,9635,9/1/2014,L3191,9/1/2014
521,10/1/2014 7:34,Hallowed Grounds,16.75,8129,10/1/2014,L8328,10/1/2014
522,10/1/2014 7:35,Brew've Been Served,15.85,6816,10/1/2014,L8148,10/1/2014
523,10/1/2014 7:40,Coffee Cameleon,8.51,7253,10/1/2014,L1682,10/1/2014
524,10/1/2014 7:41,Hallowed Grounds,8.34,9617,10/1/2014,L5553,10/1/2014
525,10/1/2014 7:41,Hallowed Grounds,11.49,1310,10/1/2014,L8012,10/1/2014
526,10/1/2014 7:41,Hallowed Grounds,12.03,1874,10/1/2014,L4424,10/1/2014
527,10/1/2014 7:45,Brew've Been Served,5.01,3484,10/1/2014,L2490,10/1/2014
528,10/1/2014 7:45,Hallowed Grounds,11.38,3492,10/1/2014,L7814,NA
529,10/1/2014 7:46,Hallowed Grounds,17.63,2681,10/1/2014,L1107,10/1/2014
530,10/1/2014 7:47,Brew've Been Served,44.88,4948,10/1/2014,L9406,NA
531,10/1/2014 7:47,Coffee Cameleon,11.54,5921,10/1/2014,L3295,10/1/2014
532,10/1/2014 7:48,Brew've Been Served,13.32,9405,10/1/2014,L3259,10/1/2014
533,10/1/2014 7:49,Brew've Been Served,89.93,9683,10/1/2014,L7291,NA
534,10/1/2014 7:49,Hallowed Grounds,10.34,7889,10/1/2014,L6119,10/1/2014
535,10/1/2014 7:50,Hallowed Grounds,10.76,7108,10/1/2014,L6544,10/1/2014
536,10/1/2014 7:51,Brew've Been Served,12.77,5407,10/1/2014,L4034,NA
537,10/1/2014 7:54,Brew've Been Served,83.44,7384,10/1/2014,L3800,NA
538,10/1/2014 7:54,Coffee Cameleon,9.69,2418,10/1/2014,L9018,10/1/2014
539,10/1/2014 7:55,Brew've Been Served,85.91,5368,10/1/2014,L2247,NA
540,10/1/2014 7:56,Brew've Been Served,90.72,7354,10/1/2014,L9254,NA
541,10/1/2014 7:56,Brew've Been Served,97.25,4795,10/1/2014,L8566,NA
542,10/1/2014 7:59,Abila Airport,4039.36,9614,10/1/2014,L5924,NA
543,10/1/2014 8:01,Brew've Been Served,5.31,6901,10/1/2014,L9363,10/1/2014
544,10/1/2014 8:01,Brew've Been Served,5.89,1286,10/1/2014,L3572,10/1/2014
545,10/1/2014 8:06,Hallowed Grounds,9.34,6691,10/1/2014,L6267,10/1/2014
546,10/1/2014 8:09,Brew've Been Served,3.03,7819,10/1/2014,L5259,10/1/2014
547,10/1/2014 8:09,Brew've Been Served,14.45,3853,10/1/2014,L1485,10/1/2014
548,10/1/2014 8:11,Coffee Cameleon,13.25,2142,10/1/2014,L9637,NA
549,10/1/2014 8:17,Brew've Been Served,8.47,8202,10/1/2014,L2343,NA
550,10/1/2014 8:17,Brew've Been Served,12.64,4434,10/1/2014,L2169,10/1/2014
551,10/1/2014 8:20,Brew've Been Served,14.36,8411,10/1/2014,L6110,10/1/2014
552,10/1/2014 9:09,Carlyle Chemical Inc.,227.81,9614,10/1/2014,L5924,10/1/2014
553,10/1/2014 9:30,Kronos Mart,203.91,7688,10/1/2014,L4164,NA
554,10/1/2014 10:00,Nationwide Refinery,1552.82,9735,10/1/2014,L9633,10/1/2014
555,10/1/2014 10:40,Nationwide Refinery,2302.73,9614,10/1/2014,L5924,NA
556,10/1/2014 11:49,Stewart and Sons Fabrication,4074.1,9735,10/1/2014,L9633,10/1/2014
557,10/1/2014 12:00,Bean There Done That,3.92,9635,10/1/2014,L3191,10/1/2014
558,10/1/2014 12:00,Bean There Done That,9.3,6895,10/1/2014,L3366,10/1/2014
559,10/1/2014 12:00,Bean There Done That,13.41,1877,10/1/2014,L3014,10/1/2014
560,10/1/2014 12:00,Bean There Done That,15.39,1415,10/1/2014,L7783,10/1/2014
561,10/1/2014 12:00,Bean There Done That,18.67,1321,10/1/2014,L4149,10/1/2014
562,10/1/2014 12:00,Brewed Awakenings,6.17,2540,10/1/2014,L5947,10/1/2014
563,10/1/2014 12:00,Brewed Awakenings,13.82,7688,10/1/2014,L4164,10/1/2014
564,10/1/2014 12:00,Brewed Awakenings,13.9,8332,10/1/2014,L2070,10/1/2014
565,10/1/2014 12:00,Jack's Magical Beans,5.46,8156,10/1/2014,L5224,10/1/2014
566,10/1/2014 12:00,Jack's Magical Beans,8.22,2463,10/1/2014,L6886,NA
567,10/1/2014 12:00,Jack's Magical Beans,15.69,6899,10/1/2014,L6267,10/1/2014
568,10/1/2014 12:00,Jack's Magical Beans,16.29,9241,10/1/2014,L3288,10/1/2014
569,10/1/2014 12:10,Stewart and Sons Fabrication,4195.49,9614,10/1/2014,L5924,10/1/2014
570,10/1/2014 13:08,Chostus Hotel,133.25,9683,10/1/2014,L7291,NA
571,10/1/2014 13:11,Chostus Hotel,197.41,2540,10/1/2014,L5947,NA
572,10/1/2014 13:12,Guy's Gyros,36.44,8156,10/1/2014,L5224,10/1/2014
573,10/1/2014 13:16,Ouzeri Elian,30.71,9551,10/1/2014,L5777,NA
574,10/1/2014 13:20,Hippokampos,79.26,4795,10/1/2014,L8566,NA
575,10/1/2014 13:25,Guy's Gyros,26.76,6816,10/1/2014,L8148,10/1/2014
576,10/1/2014 13:27,Guy's Gyros,15.93,7253,10/1/2014,L1682,10/1/2014
577,10/1/2014 13:29,Abila Zacharo,113.33,6899,10/1/2014,L6267,NA
578,10/1/2014 13:30,Kalami Kafenion,35.69,3484,10/1/2014,L2490,10/1/2014
579,10/1/2014 13:30,Katerina’s Café,34.76,7688,10/1/2014,L4164,10/1/2014
580,10/1/2014 13:35,Gelatogalore,26.15,1415,10/1/2014,L7783,10/1/2014
581,10/1/2014 13:35,Kalami Kafenion,101.5,9241,10/1/2014,L3288,10/1/2014
582,10/1/2014 13:35,Ouzeri Elian,35.24,3853,10/1/2014,L1485,10/1/2014
583,10/1/2014 13:36,Abila Zacharo,36.73,1310,10/1/2014,L8012,10/1/2014
584,10/1/2014 13:36,Katerina’s Café,25.36,7354,10/1/2014,L9254,10/1/2014
585,10/1/2014 13:38,Guy's Gyros,26.68,7384,10/1/2014,L3800,10/1/2014
586,10/1/2014 13:38,Katerina’s Café,21.22,2418,10/1/2014,L9018,10/1/2014
587,10/1/2014 13:40,Hippokampos,32.01,2463,10/1/2014,L6886,10/1/2014
588,10/1/2014 13:44,Guy's Gyros,38.15,8411,10/1/2014,L6110,10/1/2014
589,10/1/2014 13:44,Ouzeri Elian,20.46,9405,10/1/2014,L3259,10/1/2014
590,10/1/2014 13:45,Kalami Kafenion,27.48,5407,10/1/2014,L4034,10/1/2014
591,10/1/2014 13:46,Abila Zacharo,31.34,2681,10/1/2014,L1107,10/1/2014
592,10/1/2014 13:47,Guy's Gyros,31.5,9635,10/1/2014,L3191,10/1/2014
593,10/1/2014 13:47,Katerina’s Café,24.33,2142,10/1/2014,L9637,10/1/2014
594,10/1/2014 13:47,Katerina’s Café,25.62,6895,10/1/2014,L3366,10/1/2014
595,10/1/2014 13:50,Ouzeri Elian,15.25,1877,10/1/2014,L3014,10/1/2014
596,10/1/2014 13:52,Guy's Gyros,31.05,1321,10/1/2014,L4149,10/1/2014
597,10/1/2014 13:53,Kalami Kafenion,24.3,4434,10/1/2014,L2169,10/1/2014
598,10/1/2014 13:57,Guy's Gyros,16.34,8129,10/1/2014,L8328,10/1/2014
599,10/1/2014 13:57,Ouzeri Elian,24.74,5368,10/1/2014,L2247,10/1/2014
600,10/1/2014 13:58,Hippokampos,39.89,6901,10/1/2014,L9363,10/1/2014
601,10/1/2014 13:59,Abila Zacharo,8.22,1874,10/1/2014,L4424,10/1/2014
602,10/1/2014 14:01,Abila Zacharo,16.12,3492,10/1/2014,L7814,10/1/2014
